Unit: GPU minutes,sum,ec01,ec11,ec12,ec15,ec29,ec30,ec31,ec35,ec54,ec56,ec98,ec109,ec154,ec192,ec195,ec201,ec206,ec217,ec232,ec281,ec309,ec313,ec354,ec403,ec422,ec425,ec428,ec443,ec488,ec503,ec511,ec564
smk-dorado_basecaller-exp=HL13/Ctrl_24h_KO9E_S6_B1/20250920_1059_P2S-02475-A_PBG84545_8dddbbc2/pod5_file_id=PBG84545_8dddbbc2_645c9042_2,4191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4191,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_KO9E_S6_B1/20250920_1059_P2S-02475-A_PBG84545_8dddbbc2/pod5_file_id=PBG84545_8dddbbc2_645c9042_20,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_KO9E_S6_B1/20250920_1059_P2S-02475-A_PBG84545_8dddbbc2/pod5_file_id=PBG84545_8dddbbc2_645c9042_21,2874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2874,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_KO9E_S6_B1/20250920_1059_P2S-02475-A_PBG84545_8dddbbc2/pod5_file_id=PBG84545_8dddbbc2_645c9042_22,1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_KO9E_S6_B1/20250920_1059_P2S-02475-A_PBG84545_8dddbbc2/pod5_file_id=PBG84545_8dddbbc2_645c9042_23,1441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_KO9E_S6_B1/20250920_1059_P2S-02475-A_PBG84545_8dddbbc2/pod5_file_id=PBG84545_8dddbbc2_645c9042_24,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_KO9E_S6_B1/20250920_1059_P2S-02475-A_PBG84545_8dddbbc2/pod5_file_id=PBG84545_8dddbbc2_645c9042_25,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_KO9E_S6_B1/20250920_1059_P2S-02475-A_PBG84545_8dddbbc2/pod5_file_id=PBG84545_8dddbbc2_645c9042_26-46,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3942,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_KO9E_S6_B1/20250920_1059_P2S-02475-A_PBG84545_8dddbbc2/pod5_file_id=PBG84545_8dddbbc2_645c9042_3,7828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7828,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_KO9E_S6_B1/20250920_1059_P2S-02475-A_PBG84545_8dddbbc2/pod5_file_id=PBG84545_8dddbbc2_645c9042_4,3831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3831,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_KO9E_S6_B1/20250920_1059_P2S-02475-A_PBG84545_8dddbbc2/pod5_file_id=PBG84545_8dddbbc2_645c9042_5,3407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3407,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_KO9E_S6_B1/20250920_1059_P2S-02475-A_PBG84545_8dddbbc2/pod5_file_id=PBG84545_8dddbbc2_645c9042_6,3873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3873,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_KO9E_S6_B1/20250920_1059_P2S-02475-A_PBG84545_8dddbbc2/pod5_file_id=PBG84545_8dddbbc2_645c9042_7,8498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8498,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_KO9E_S6_B1/20250920_1059_P2S-02475-A_PBG84545_8dddbbc2/pod5_file_id=PBG84545_8dddbbc2_645c9042_8,15408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15408,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_KO9E_S6_B1/20250920_1059_P2S-02475-A_PBG84545_8dddbbc2/pod5_file_id=PBG84545_8dddbbc2_645c9042_9,3735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3735,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_0,8365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8365,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_1,4175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4175,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_10,4161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4161,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_11,4177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4177,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_12,4146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4146,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_13,4158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4158,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_14,4145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4145,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_15,4154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4154,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_16,4164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4164,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_17,4120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4120,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_18,4166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4166,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_19,4123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4123,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_2,4175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4175,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_20,4173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4173,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_21,4107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4107,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_22,4128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4128,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_23,4146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4146,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_24,3417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3417,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_25,4069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4069,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_26,4136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4136,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_27,4068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4068,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_28,4128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4128,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_29,4071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4071,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_3,4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4286,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_30,3846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3846,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_31,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_4,4247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4247,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_5,8445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8445,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_6,4161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4161,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_7,4247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4247,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_8,4162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4162,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT10F_S2_B1/20250623_1251_P2S-02475-A_PBE82430_d208a17b/pod5_skip_file_id=PBE82430_skip_d208a17b_229fd99f_9,4145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4145,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_0,4232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4232,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_1,4244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4244,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_10,4292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4292,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_11,4256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4256,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_12,4281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4281,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_13,4247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4247,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_14,4259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4259,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_15,4299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4299,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_16,4253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4253,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_17,4323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4323,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_18,4239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4239,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_19,8493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8493,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_2,4237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4237,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_20,8543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8543,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_21,4242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4242,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_22,4242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4242,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_23,4216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4216,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_24,4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4215,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_25,4231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4231,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_26,4233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4233,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_27,4285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4285,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_28,4233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4233,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_29,8521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8521,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_3,8543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8543,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_30,4089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_31,1371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_4,4271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4271,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_5,4275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4275,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_6,8528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8528,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_7,4268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4268,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_8,4247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4247,
smk-dorado_basecaller-exp=HL13/Ctrl_24h_WT3F_S1_B1/20250909_1105_P2S-02475-A_PBG88023_9cd530e7/pod5_file_id=PBG88023_9cd530e7_a77a0ee8_9,4269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4269,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_0,4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4305,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_1,4295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_10,4165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4165,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_11,8498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8498,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_12,4197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4197,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_13,5196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5196,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_14,3922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3922,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_15,3901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3901,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_16,3675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3675,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_17,4232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4232,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_18,3850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3850,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_19,4074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4074,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_2,4288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4288,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_20,3389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3389,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_21,3382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3382,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_22,3239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3239,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_23,7175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7175,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_24,6698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6698,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_25,3853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3853,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_26,2947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2947,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_27,6140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6140,
smk-dorado_basecaller-exp=HL13/IFNg_24h_KO1A_S9_B1/20250624_1035_P2S-02475-A_PBE82430_9253444f/pod5_skip_file_id=PBE82430_skip_9253444f_6ac6d05e_3,4280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4280,
